# Vigil IOC: C2 and tracking domains
# Format: domain|threat_name|category
hamas31.000webhostapp.com|2021_04_taking_action_against_hackers_in_palestine|c2
hannah-parsons.info|2021_04_taking_action_against_hackers_in_palestine|c2
hanstrackr.com|MobileTracker|tracking
hardcoretechnologiesllp.com|202006_DarkBasin|c2
hathwaynetwork.com|202006_DarkBasin|c2
hatvax.com|2022_08_metas_adversarial_threat_report_q2|c2
hawkeye-us.us-west-1.log.aliyuncs.com|MobileTracker|tracking
hbh-europe-ripoff-report.com|202006_DarkBasin|c2
heartrateandmealtracker.com|MobileTracker|tracking
heartrateproxhealthmonitor.com|MobileTracker|tracking
heartratteandpulsetracker.com|MobileTracker|tracking
heartrhythm.club|MobileTracker|tracking
heaven.army|2021_12_taking_action_against_surveillance_for_hire|c2
heidi-minaya.host|2021_04_taking_action_against_hackers_in_palestine|c2
heiiasjournai.com|2021_12_taking_action_against_surveillance_for_hire|c2
hellasjournal.company|2021_12_taking_action_against_surveillance_for_hire|c2
hellasjournal.website|2021_12_taking_action_against_surveillance_for_hire|c2
hellospy.com|HelloSpy|c2
hellospy.com|HelloSpy|tracking
hellottec.art|2021_12_taking_action_against_surveillance_for_hire|c2
helloworld.bounceme.net|2021_11_action_against_hackers_in_pakistan_and_syria|c2
help.domainoutlet.site|MobileTracker|tracking
helpdesk-product.com|2022_04_metas_adversarial_threat_report_q1|c2
hempower.shop|2021_12_taking_action_against_surveillance_for_hire|c2
herman-poore.info|2021_04_taking_action_against_hackers_in_palestine|c2
hespyapp.com|TheTruthSpy|tracking
hex6mak5z98nubb9vpd6t36cydkncfci9im872qx6hjci2egx8irq3qyt9pj.online|2021_07_taking_action_against_hackers_in_iran|c2
hfstat.bearclod.com|MobileTracker|tracking
hidden-chat-e58d7.appspot.com|2021_04_taking_action_against_hackers_in_palestine|c2
hidden-chat-e58d7.firebaseio.com|2021_04_taking_action_against_hackers_in_palestine|c2
hidden-chat.online|2021_04_taking_action_against_hackers_in_palestine|c2
hiddensmstracker.com|CallSMSTracker|tracking
hiddensystemhealth.com|CallSMSTracker|tracking
highstermobi.com|Hoverwatch|tracking
highstermobile.com|HighsterMobile|tracking
highstermobile.co|HighsterMobile|tracking
hike.in|AndroidPolice|tracking
hike.studio|2021_07_taking_action_against_hackers_in_iran|c2
hiremilitaryheroes.com|2021_07_taking_action_against_hackers_in_iran|c2
hiretechservicehg.com|202006_DarkBasin|c2
histre.com|MobileTracker|tracking
hk.secuerserver.com|201707_InsiderInfo|c2
hkdrillonline.com|202006_DarkBasin|c2
hkemail.f3322.org|201604_UP007_SLServer|c2
hklinbas.com|202006_DarkBasin|c2
hkn01.bearclod.com|MobileTracker|tracking
hn.algolia.com|MobileTracker|tracking
hollandtourandtravel.com|202006_DarkBasin|c2
home.everaccountable.com|MobileTracker|tracking
homeforallorphans.com|202006_DarkBasin|c2
homeremedytipntricks.com|202006_DarkBasin|c2
homeserver87.com|202006_DarkBasin|c2
hongkongshippingcompany.com|202006_DarkBasin|c2
hookupdating.club|2021_04_taking_action_against_hackers_in_palestine|c2
hookupmsg.club|2021_04_taking_action_against_hackers_in_palestine|c2
hoolives.com|MobileTracker|tracking
hopnope.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
horan-free.com|2021_11_action_against_hackers_in_pakistan_and_syria|c2
horoscopefortune.club|MobileTracker|tracking
hostbasichk.com|202006_DarkBasin|c2
hostbasicholl.com|202006_DarkBasin|c2
hostbasicmy.com|202006_DarkBasin|c2
hostbasicru.com|202006_DarkBasin|c2
hostbasicsg.com|202006_DarkBasin|c2
hosted-microsoft.com|2021_07_taking_action_against_hackers_in_iran|c2
hostemailsecureserver.com|202006_DarkBasin|c2
hostemailserver.com|202006_DarkBasin|c2
hostfeasta.com|202006_DarkBasin|c2
hostingserviceclean.com|202006_DarkBasin|c2
hostingserviceforall.com|202006_DarkBasin|c2
hostingservicesloyal.com|202006_DarkBasin|c2
hostingservicesukit.com|202006_DarkBasin|c2
hostmailsecure.com|202006_DarkBasin|c2
hostmailsecureserver.com|202006_DarkBasin|c2
hostsecuremail.com|202006_DarkBasin|c2
hostsecuremail544.com|202006_DarkBasin|c2
hostserverrus.com|202006_DarkBasin|c2
hostusewithtech.com|202006_DarkBasin|c2
hotchat-f0c0e.appspot.com|2021_04_taking_action_against_hackers_in_palestine|c2
hotmail-sign.com|201801_SpyingOnABudget|c2
hotnewchat.appspot.com|2021_04_taking_action_against_hackers_in_palestine|c2
hotofecro.com|MobileTracker|tracking
housesfurniture.com|201810_TheKingdomCameToCanada|c2
hover.watch|Hoverwatch|c2
hover.watch|Hoverwatch|tracking
hoverwatch.com|Hoverwatch|c2
hoverwatch.com|Hoverwatch|tracking
hrvxkxq.xyz|MobileTracker|tracking
htapi.getapiv8.com|MobileTracker|tracking
https-drive-accounts-goog1e.cf|201801_SpyingOnABudget|c2
https-drive-google.cf|201801_SpyingOnABudget|c2
https-drive-google.com|201801_SpyingOnABudget|c2
https-drive-google.gq|201801_SpyingOnABudget|c2
https-drive-google.ml|201801_SpyingOnABudget|c2
https-google-drive.ml|201801_SpyingOnABudget|c2
https-mail-google.gq|201801_SpyingOnABudget|c2
https-mail-google.ml|201801_SpyingOnABudget|c2
https-my-accounts-google.gq|201801_SpyingOnABudget|c2
https-myaccounts-google.space|201801_SpyingOnABudget|c2
https.drive-google.gq|201801_SpyingOnABudget|c2
https://github.com/earthshakira/android_hack|Buhsam|distribution
https://github.com/karma9874/AndroRAT|AndroRat|distribution
httpsaccount-google.gq|201801_SpyingOnABudget|c2
httpsaccounts-drive-google.gq|201801_SpyingOnABudget|c2
httpsaccounts-google.cf|201801_SpyingOnABudget|c2
httpsaccounts-google.com|201801_SpyingOnABudget|c2
httpsaccounts-google.ga|201801_SpyingOnABudget|c2
httpsaccounts-google.info|201801_SpyingOnABudget|c2
httpsaccounts-google.pw|201801_SpyingOnABudget|c2
httpsaccounts-google.site|201801_SpyingOnABudget|c2
httpsdocs-google.info|201801_SpyingOnABudget|c2
httpsdrive-accounts-google.site|201801_SpyingOnABudget|c2
httpsdrive-google.gq|201801_SpyingOnABudget|c2
httpsdrive-google.net|201801_SpyingOnABudget|c2
httpsdrive-google.pw|201801_SpyingOnABudget|c2
httpsdrive-google.site|201801_SpyingOnABudget|c2
httpsdrive-google.space|201801_SpyingOnABudget|c2
httpsdrive-mail-google.gq|201801_SpyingOnABudget|c2
httpsdrive-myaccounts-google.cf|201801_SpyingOnABudget|c2
httpsgoogle-drive.gq|201801_SpyingOnABudget|c2
httpsmail-google.cf|201801_SpyingOnABudget|c2
httpsmail-google.ml|201801_SpyingOnABudget|c2
httpsmyaccount-google.info|201801_SpyingOnABudget|c2
httpsmyaccounts-google.space|201801_SpyingOnABudget|c2
httpsmydrive-accounts-goog1e.gq|201801_SpyingOnABudget|c2
hu.refog.com|Hoverwatch|tracking
humanrights-1398b.appspot.com|2021_04_taking_action_against_hackers_in_palestine|c2
humanrights-1398b.firebaseio.com|2021_04_taking_action_against_hackers_in_palestine|c2
huntcontactz.com|MobileTracker|tracking
hw.cab|Hoverwatch|c2
hwa.cab|Hoverwatch|c2
hwm.cab|Hoverwatch|c2
hws.icu|Hoverwatch|c2
hws.icu|Hoverwatch|tracking
hww.cab|Hoverwatch|c2
hxg.kcpro.ga|MobileTracker|tracking
hydro-ca.link|MobileTracker|tracking
hz-service.thd.cc|mSpy|c2
hz7.thd.cc|mSpy|c2
hzdy.birxpk.com|MobileTool|c2
i.cocospy.com|Cocospy|c2
i.fonemonitor.co|Cocospy|c2
i.freespy1.ml|MobileTracker|tracking
i.freespy1.tk|MobileTracker|tracking
i.hoverwatch.com|Hoverwatch|c2
i.minspy.com|Cocospy|c2
i.neatspy.com|Cocospy|c2
i.safespy.com|Cocospy|c2
i.spyic.com|Cocospy|c2
i.spyier.com|Spyier|c2
i.spyine.com|Cocospy|c2
i.spyzie.io|Cocospy|c2
i.teensafe.net|Cocospy|c2
i1.hoverwatch.com|Hoverwatch|c2
i10.clientreport.info|NeoSpy|c2
i11.clientreport.info|NeoSpy|c2
i12.clientreport.info|NeoSpy|c2
i13.clientreport.info|NeoSpy|c2
i151125.infourl.net|MobileTracker|tracking
i6.clientreport.info|NeoSpy|c2
i7.clientreport.info|NeoSpy|c2
i8.clientreport.info|NeoSpy|c2
i9.clientreport.info|NeoSpy|c2
iblompass.com|MobileTracker|tracking
icloudappe.com|TheTruthSpy|c2
icloudcacher.com|201608_NSO_Group|c2
icloudeu.com|2021_12_taking_action_against_surveillance_for_hire|c2
icloudflair.com|2021_12_taking_action_against_surveillance_for_hire|c2
iconylc.com|MobileTracker|tracking
icoonectedtrack.com|MobileTracker|tracking
icptime.com|2021_03_taking_action_against_hackers_in_china|c2
icptime.com|MobileTracker|tracking
icrcworld.com|201608_NSO_Group|c2
id4242.ga|201705_TaintedLeaks|c2
id833.ga|201705_TaintedLeaks|c2
id834.ga|201705_TaintedLeaks|c2
id9954.gq|201705_TaintedLeaks|c2
ideas-telcel.com.mx|201608_NSO_Group|c2
ideas-telcel.com.mx|201706_RecklessExploit|c2
idevs.co|mSpy|c2
idme.org|MobileTracker|tracking
iemail.today|2021_07_taking_action_against_hackers_in_iran|c2
iibt.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
ikea-egypt.net|2021_12_taking_action_against_surveillance_for_hire|c2
ikeymonitor.com|iKeyMonitor|c2
ikeymonitor.fr|iKeyMonitor|c2
iklood.co|2021_04_taking_action_against_hackers_in_palestine|c2
ikm.awsapi.io|iKeyMonitor|c2
ikoad.co|2021_04_taking_action_against_hackers_in_palestine|c2
il0baz.com|MobileTracker|tracking
ilfmobileapps.com|HighsterMobile|tracking
ilnk.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
im.brunoespiao.com.br|BrunoEspiao|c2
im.theonespy.com|TheOneSpy|c2
image.loadingmessage.info|MobileTracker|tracking
imageview.xyz|MobileTracker|tracking
imapserverholland.com|202006_DarkBasin|c2
img01.findgravy.com|MobileTracker|tracking
img02.findgravy.com|MobileTracker|tracking
img03.findgravy.com|MobileTracker|tracking
img04.findgravy.com|MobileTracker|tracking
imgsrvrer.com|202006_DarkBasin|c2
imobispy.com|SpyMasterPro|c2
imonitor-da8b2.firebaseio.com|iMonitorSpy|c2
imonitorke.com|iMonitorSpy|c2
imonitorsoft.cn|iMonitorSpy|c2
imonitorsoft.cn|iMonitorSpy|tracking
imonitorsoft.com|iMonitorSpy|c2
in-politics.com|2021_12_taking_action_against_surveillance_for_hire|c2
in.cb.wzrkt.com|MobileTracker|tracking
in.cuebiq.com|MobileTracker|tracking
in.wzrkt.com|MobileTracker|tracking
in1-spiky.wzrkt.com|MobileTracker|tracking
in1.alb.wzrkt.com|MobileTracker|tracking
in1.wzrkt.com|MobileTracker|tracking
inapturst.top|MobileTracker|tracking
incapsulawebcache.com|201605_Stealth_Falcon|c2
incognito.today|2021_07_taking_action_against_hackers_in_iran|c2
indelibleblue.net|MobileTracker|tracking
indelibleblueinc.net|MobileTracker|tracking
info-taxi.info|AndroidPolice|c2
infoga.cam|2021_07_taking_action_against_hackers_in_iran|c2
informnapalm.net|2021_11_action_against_hackers_in_pakistan_and_syria|c2
infosms-a.site|2021_12_taking_action_against_surveillance_for_hire|c2
ingestion-api.kiwi.sand.cuebiq.ai|MobileTracker|tracking
init.supersonicads.com|MobileTracker|tracking
innoaspy.com|TheTruthSpy|tracking
innovaspy.com|HelloSpy|tracking
inospy.com|TheTruthSpy|tracking
inrsrvrer.com|202006_DarkBasin|c2
inservices.digital|2021_12_taking_action_against_surveillance_for_hire|c2
insider.gr.com|2021_12_taking_action_against_surveillance_for_hire|c2
insights.getblockify.com|MobileTracker|tracking
instagam.click|2021_12_taking_action_against_surveillance_for_hire|c2
instagam.in|2021_12_taking_action_against_surveillance_for_hire|c2
instagam.photos|2021_12_taking_action_against_surveillance_for_hire|c2
installam.com|AndroidMonitor|distribution
instantspeechtranslation.club|MobileTracker|tracking
instegram.co|2021_12_taking_action_against_surveillance_for_hire|c2
int.akisinn.info|MobileTracker|tracking
int.akisinn.me|MobileTracker|tracking
int.akisinn.site|MobileTracker|tracking
int.dewrain.life|MobileTracker|tracking
int.dewrain.site|MobileTracker|tracking
int.dewrain.world|MobileTracker|tracking
int.vaicore.site|MobileTracker|tracking
int.vaicore.store|MobileTracker|tracking
int.vaicore.xyz|MobileTracker|tracking
int.vlancaa.fun|MobileTracker|tracking
int.vlancaa.site|MobileTracker|tracking
intelgenttran.com|MobileTracker|tracking
intellens-api.aigos.io|MobileTracker|tracking
interguardsoftware.com|AndroidPolice|tracking
internet.document-management.today|201803_BadTraffic|c2
internet.downloadingdocuments.com|201803_BadTraffic|c2
internetcartography.com|MobileTracker|tracking
internetcartography.net|MobileTracker|tracking
internetcartography.org|MobileTracker|tracking
internetmarketingservicehg.com|202006_DarkBasin|c2
interserver439.com|202006_DarkBasin|c2
intrsrvrer.com|202006_DarkBasin|c2
inv.logger.mobi|EasyLogger|c2
inv.logger.mobi|EasyLogger|distribution
invoker.icu|2021_12_taking_action_against_surveillance_for_hire|c2
ioi.life|AiSpyer|c2
ios-apps.store|2021_12_taking_action_against_surveillance_for_hire|c2
ios-gw.spynger.net|Spynger|c2
iosmnbg.com|2021_12_taking_action_against_surveillance_for_hire|c2
iqtel.org|2021_07_taking_action_against_hackers_in_iran|c2
ircleocatinder.com|MobileTracker|tracking
irenewansley.icu|2021_04_taking_action_against_hackers_in_palestine|c2
irtreporter.com|2021_07_taking_action_against_hackers_in_iran|c2
isaac-rowland.space|2021_04_taking_action_against_hackers_in_palestine|c2
islam-360-plus.com|2022_08_metas_adversarial_threat_report_q2|c2
islsrickers.com|MobileTracker|tracking
ispyoo.com|TheTruthSpy|tracking
ispytic.com|HelloSpy|tracking
isrvrer.com|202006_DarkBasin|c2
istiqlaihaber.com|2021_03_taking_action_against_hackers_in_china|c2
istiqlaihaber.com|MobileTracker|tracking
it.mobilespy.at|AndroidPolice|tracking
it.refog.com|Hoverwatch|tracking
itcgr.live|2021_12_taking_action_against_surveillance_for_hire|c2
itiee.life|2021_07_taking_action_against_hackers_in_iran|c2
itieee.life|2021_07_taking_action_against_hackers_in_iran|c2
itly.link|2021_12_taking_action_against_surveillance_for_hire|c2
itranstxtvoicepht.com|MobileTracker|tracking
itter.me|2021_12_taking_action_against_surveillance_for_hire|c2
iusacell-movil.com.mx|201608_NSO_Group|c2
iusacell-movil.com.mx|201706_RecklessExploit|c2
iveilembercker.com|MobileTracker|tracking
ivlewepapallrbkragonucd.com|MobileTracker|tracking
ixhtb.s9gxw8.com|MobileTool|c2
iyouthen.com|201510_NGO_Burma|c2
izapk.xyz|AndroidPolice|c2
izelense.com|201909_MissingLink|c2
izkid.com|AndroidPolice|tracking
izspy-1313.firebaseio.com|AndroidPolice|c2
j.freespy1.ml|MobileTracker|tracking
j.freespy1.tk|MobileTracker|tracking
jailbreak-gateway.thd.cc|mSpy|c2
jamila-c8420.appspot.com|2021_04_taking_action_against_hackers_in_palestine|c2
jamila-c8420.firebaseio.com|2021_04_taking_action_against_hackers_in_palestine|c2
jamilabouhaird-c0935.appspot.com|2021_04_taking_action_against_hackers_in_palestine|c2
jamilabouhaird-c0935.firebaseio.com|2021_04_taking_action_against_hackers_in_palestine|c2
javaservermy.com|202006_DarkBasin|c2
jayboyadams.club|2021_04_taking_action_against_hackers_in_palestine|c2
jduzuyd.com|MobileTracker|tracking
jennifer-marler.pw|2021_04_taking_action_against_hackers_in_palestine|c2
jeremy-tanner.live|2021_04_taking_action_against_hackers_in_palestine|c2
jessicamcgill.life|2021_07_taking_action_against_hackers_in_iran|c2
jjspy.com|RealtimeSpy|c2
jjspy.ml|RealtimeSpy|c2
jk8681oy.oss-eu-central-1.aliyuncs.com|MobileTracker|tracking
jobs.illaewinstralinc.com|MobileTracker|tracking
jodiecarey.live|2021_04_taking_action_against_hackers_in_palestine|c2
joe-rumley.pw|2021_04_taking_action_against_hackers_in_palestine|c2
join.crazymob.co|MobileTracker|tracking
join.officeframe.work|MobileTracker|tracking
joincharitytree.com|MobileTracker|tracking
jquery-updater.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
jqueryui-code.com|2021_07_taking_action_against_hackers_in_iran|c2
js.intercomcdn.com|MobileTracker|tracking
jsdfbhsa.com|MobileTracker|tracking
judystevenson.info|2021_04_taking_action_against_hackers_in_palestine|c2
juju.co.ke|AndroidPolice|tracking
julie-parker.top|2021_04_taking_action_against_hackers_in_palestine|c2
jumhuria.com|2021_07_taking_action_against_hackers_in_iran|c2
justicia-desvinculados.com|201512_PackRAT|c2
justseries.net|AppSpy|tracking
jydfoafcaf.xyz|MobileTracker|tracking
k.freespy1.ml|MobileTracker|tracking
k.freespy1.tk|MobileTracker|tracking
kartick.net|2021_07_taking_action_against_hackers_in_iran|c2
kaspersky.team|2021_07_taking_action_against_hackers_in_iran|c2
katesalinas.icu|2021_04_taking_action_against_hackers_in_palestine|c2
kathimerini.news|2021_12_taking_action_against_surveillance_for_hire|c2
kavkazru.press|2022_04_metas_adversarial_threat_report_q1|c2
kennediewahrheit.live|2022_09_removing_coordinated_inauthentic_behavior_from_china_and_russia|c2
kentporter.site|2021_04_taking_action_against_hackers_in_palestine|c2
kenyasms.org|201608_NSO_Group|c2
kevin-good.top|2021_04_taking_action_against_hackers_in_palestine|c2
key-logger-90fff.firebaseio.com|TrackMyPhones|c2
keyboardthemes.club|MobileTracker|tracking
kfcwsa.com|MobileTracker|tracking
kgr0aixa.xyz|MobileTracker|tracking
khaleejtimes.co|2022_04_metas_adversarial_threat_report_q1|c2
kidlogger.net|AndroidPolice|tracking
kidsecured.com|mSpy|tracking
kidsguard-6c6a9.firebaseio.com|ClevGuard|c2
kidsshield.net|AndroidPolice|c2
kidsshield.net|AndroidPolice|distribution
kidsshield.net|AndroidPolice|tracking
kimberlycamp.club|2021_04_taking_action_against_hackers_in_palestine|c2
kinder.engine.ninja|2021_12_taking_action_against_surveillance_for_hire|c2
kinesis.ap-southeast-1.amazonaws.com|MobileTracker|tracking
kingdom-deals.com|201810_TheKingdomCameToCanada|c2
kingdom-news.com|201810_TheKingdomCameToCanada|c2
klg.a-spy.com|RealtimeSpy|c2
knowledgebaseonlineuk.com|202006_DarkBasin|c2
koenigseggg.com|2021_12_taking_action_against_surveillance_for_hire|c2
kohaicorp.com|2021_12_taking_action_against_surveillance_for_hire|c2
kokum.ru|AndroidPolice|c2
koora-egypt.com|2021_12_taking_action_against_surveillance_for_hire|c2
koreavopi.kro.kr|MobileTracker|tracking
kormoran.bid|2021_12_taking_action_against_surveillance_for_hire|c2
kpsbproxy.kiddoware.com|MobileTracker|tracking
kranos.gr.com|2021_12_taking_action_against_surveillance_for_hire|c2
krasil-anthony.icu|2021_04_taking_action_against_hackers_in_palestine|c2
krkmyvlmdg.xyz|MobileTracker|tracking
kuuvv.com|Cocospy|c2
kvprojectop.com|MobileTracker|tracking
kvshdi.birxpk.com|MobileTool|c2
kypler.com|mSpy|c2
l.freespy1.ml|MobileTracker|tracking
l.freespy1.tk|MobileTracker|tracking
l.hdmodecam.live|MobileTracker|tracking
l.servidor.in|MeuSpy|c2
laalaslirayeblection.com|MobileTracker|tracking
labrador.ua|Reptilicus|c2
laced-brass-honeysuckle.glitch.me|MobileTracker|tracking
ladysizi.top|MobileTracker|tracking
lamat-horan.com|2021_11_action_against_hackers_in_pakistan_and_syria|c2
lamborghini-s.shop|2021_12_taking_action_against_surveillance_for_hire|c2
landingpg.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
landingpge.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
laodaoo.oss-ap-southeast-5.aliyuncs.com|MobileTracker|tracking
lasouncherio.com|MobileTracker|tracking
latinoamericareporta.com|2022_04_metas_adversarial_threat_report_q1|c2
laucass.forumactif.org|Spyone|c2
lavozamericana.info|201512_PackRAT|c2
lavozmericana.info|201512_PackRAT|c2
lb.theonespy.com|TheOneSpy|c2
lbjg7.com|MobileTracker|tracking
leanwithme.xyz|2021_12_taking_action_against_surveillance_for_hire|c2
